announce_date;number_of_suspected_case_repoted_to_cdc;number_of_suspected_case_repoted_to_cdc;number_of_suspected_case_repoted_to_cdc;number_of_local_positive_cases;number_of_positive_cases_from_panshi_ship;number_of_unknown_positive_cases;dead;recovery;hospital_quarantine_reported;note;reference
2020-05-04 ;64436;63145;347;55;35;0;6;334;;"中央流行疫情指揮中心今(4)日表示，昨(3)日新增342例新型冠狀病毒肺炎相關通報，截至目前累計通報64,436例(含63,145例排除)，其中437例確診(今日新增案437)，分別為347例境外移入，55例本土病例及35例敦睦艦隊。確診個案中6人死亡，334人解除隔離，其餘持續住院隔離中。
指揮中心進一步指出，4月20日及21日定點返台專案航班共460名湖北返台民眾，截至目前2人就醫治療中、2人陪同就醫，其餘持續於集中檢疫所密切健康監測。有關敦睦艦隊(磐石艦)群聚事件之接觸者均已監測期滿解除隔離，未發現陽性個案。";https://www.cdc.gov.tw/Bulletin/Detail/j67ZbD8CoBNDk4Sv7Qt07A?typeid=9
2020-05-04 ;;;;;;;;;;指揮中心表示，磐石艦上共377人，本次疫情病例數35人，侵襲率約9％，相較他國海軍艦隊如法國戴高樂號(侵襲率52%)、美國羅斯福號(侵襲率24%)為低，疫情規模較小，推測是因磐石艦上推行戴口罩、發燒者進行隔離等相關防治措施有關。;https://www.cdc.gov.tw/Bulletin/Detail/80rq_575hYxkHU2X6EJF9Q?typeid=9
2020-05-03 ;64094;62780;346;55;31;0;6;332;;"中央流行疫情指揮中心今(3)日表示，國內今日無新增確診病例；昨(2)日新增381例新型冠狀病毒肺炎相關通報，截至目前累計通報64,094例(含62,780例排除)，其中432例確診，分別為346例境外移入，55例本土病例及31例敦睦艦隊。確診個案中6人死亡，332人解除隔離，其餘持續住院隔離中。
指揮中心進一步指出，4月20日及21日定點返台專案航班共460名湖北返台民眾，截至目前2人就醫治療中、2人陪同就醫，其餘持續於集中檢疫所密切健康監測。有關敦睦艦隊(磐石艦)群聚事件，截至目前掌握接觸者共1,995人，其中584人為居家隔離對象，已採檢484人，480人為陰性，其餘檢驗中；1,411人為自主健康管理對象。";https://www.cdc.gov.tw/Bulletin/Detail/aAUzPjvwik0ZcghByRkokA?typeid=9
2020-05-03 ;;;;;;;;;;中央流行疫情指揮中心今(3)日表示，敦睦遠訓支隊專案共713人已於今日清晨隔離期滿，將進行最後採檢，全員檢驗陰性即可解除隔離返家，預計今日傍晚可全數檢驗完畢，最快明日可解除隔離；所有人返家後需落實自主健康管理。;https://www.cdc.gov.tw/Bulletin/Detail/yUw1Gap0wSVi9g6W5FGL3Q?typeid=9
2020-05-02 ;63713;62344;346;55;31;0;6;324;;"中央流行疫情指揮中心今(2)日表示，國內昨(1)日新增375例新型冠狀病毒肺炎相關通報，截至目前累計通報63,713例(含62,344例排除)，其中432(今日新增案430至432)例確診，分別為346例境外移入，55例本土病例及31例敦睦艦隊。確診個案中6人死亡，324人解除隔離，其餘持續住院隔離中。
指揮中心進一步指出，4月20日及21日定點返台專案航班共460名湖北返台民眾，截至目前2人就醫治療中、2人陪同就醫，其餘持續於集中檢疫所密切健康監測。有關敦睦艦隊(磐石艦)群聚事件，截至目前掌握接觸者共1,995人，其中584人為居家隔離對象，已採檢482人，478人為陰性，其餘檢驗中；1,411人為自主健康管理對象。";https://www.cdc.gov.tw/Bulletin/Detail/bJVsQHE6lCY1CMTi1gMcpQ?typeid=9
2020-05-01 ;63340;61867;343;55;31;0;6;324;;"中央流行疫情指揮中心今(1)日表示，國內今日無新增確診病例；昨(30)日新增498例新型冠狀病毒肺炎相關通報，截至目前累計通報63,340例(含61,867例排除)，其中429例確診，分別為343例境外移入，55例本土病例及31例敦睦艦隊。確診個案中6人死亡，324人解除隔離，其餘持續住院隔離中。
指揮中心進一步指出，4月20日及21日定點返台專案航班共460名湖北返台民眾，截至目前2人就醫治療中、2人陪同就醫，其餘持續於集中檢疫所密切健康監測。有關敦睦艦隊(磐石艦)群聚事件，截至目前掌握接觸者共1,995人，其中584人為居家隔離對象，已採檢482人，478人為陰性，其餘檢驗中；1,411人為自主健康管理對象。";https://www.cdc.gov.tw/Bulletin/Detail/Xu8MOuQTDD1uAXvY9riyRw?typeid=9
2020-04-30 ;62844;61354;343;55;31;0;6;322;;"中央流行疫情指揮中心今(30)日表示，國內今日無新增確診病例；昨(29)日新增486例新型冠狀病毒肺炎相關通報，截至目前累計通報62,844例(含61,354例排除)，其中429例確診，分別為343例境外移入，55例本土病例及31例敦睦艦隊。確診個案中6人死亡，322人解除隔離，其餘持續住院隔離中。
指揮中心進一步指出，4月20日及21日定點返台專案航班共460名湖北返台民眾，截至目前2人就醫治療中、2人陪同就醫，其餘持續於集中檢疫所密切健康監測。有關敦睦艦隊(磐石艦)群聚事件，截至目前掌握接觸者共1,996人，其中585人為居家隔離對象，已採檢480人，465人為陰性，其餘檢驗中；1,411人為自主健康管理對象。";https://www.cdc.gov.tw/Bulletin/Detail/gu4Xy8NSvNN8jtDBCjtmpw?typeid=9
2020-04-29 ;62368;60649;343;55;31;0;6;311;;"中央流行疫情指揮中心今(29)日表示，國內今日無新增個案；昨(28)日新增702例新型冠狀病毒肺炎相關通報，截至目前累計通報62,368例(含60,649例排除)，其中429例確診，分別為343例境外移入，55例本土病例及31例敦睦艦隊。確診個案中6人死亡，311人解除隔離，其餘持續住院隔離中。
指揮中心進一步指出，4月20日及21日定點返台專案航班共460名湖北返台民眾，截至目前3人就醫治療中、2人陪同就醫，其餘持續於集中檢疫所密切健康監測。有關敦睦艦隊(磐石艦)群聚事件，截至目前掌握接觸者共1,996人，其中585人為居家隔離對象，已採檢461人，368人為陰性，其餘檢驗中；1,411人為自主健康管理對象。";https://www.cdc.gov.tw/Bulletin/Detail/l4frSPhB3__zcRYtVaL7Iw?typeid=9
2020-04-28 ;61684;59857;343;55;31;0;6;307;;"中央流行疫情指揮中心今(28)日表示，國內今日無新增個案；昨(27)日新增746例新型冠狀病毒肺炎相關通報，截至目前累計通報61,684例(含59,857例排除)，其中429例確診，分別為343例境外移入，55例本土病例及31例敦睦艦隊。確診個案中6人死亡，307人解除隔離，其餘持續住院隔離中。
指揮中心進一步指出，4月20日及21日定點返台專案航班共460名湖北返台民眾，截至目前5人就醫治療中(二採皆為陰性)、1人陪同就醫，其餘持續於集中檢疫所密切健康監測。有關敦睦艦隊(磐石艦)群聚事件，截至目前掌握接觸者共1,916人，其中585人為居家隔離對象，已採檢321人，262人為陰性，其餘檢驗中；1,331人為自主健康管理對象。";https://www.cdc.gov.tw/Bulletin/Detail/b3DXJvk3FzKKA2vaMSuRGg?typeid=9
2020-04-27 ;60956;59269;343;55;31;0;6;290;;"中央流行疫情指揮中心今(27)日表示，國內今日無新增個案；昨(26)日新增498例新型冠狀病毒肺炎相關通報，截至目前累計通報60,956例(含59,269例排除)，其中429例確診，分別為343例境外移入，55例本土病例及31例敦睦艦隊。確診個案中6人死亡，290人解除隔離，其餘持續住院隔離中。
指揮中心進一步指出，4月20日及21日定點返台專案航班共460名湖北返台民眾，截至目前5人就醫治療中、1人陪同就醫，其餘持續於集中檢疫所密切健康監測。有關敦睦艦隊(磐石艦)群聚事件，截至目前掌握接觸者共1,916人，其中585人為居家隔離對象，已採檢262人，254人為陰性，其餘檢驗中；1,331人為自主健康管理對象。";https://www.cdc.gov.tw/Bulletin/Detail/_J3etjloskIxHngWaXmdfw?typeid=9
2020-04-26 ;60459;58531;343;55;31;0;6;281;;中央流行疫情指揮中心今(26)日表示，昨(25)日新增620例新型冠狀病毒肺炎相關通報，截至目前累計60,459例(含58,531例排除)，其中429例確診，分別為343例境外移入，55例本土病例及31例敦睦艦隊。確診個案中6人死亡，281人解除隔離，其餘持續住院隔離中。4月20日及21日定點返台專案航班共460名湖北返台民眾，截至目前維持4人就醫治療中、1人陪同就醫，其餘持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/rr6EFmDuIf_-IUNcGJ9YEA?typeid=9
2020-04-25 ;59840;57440;343;55;31;0;6;275;;中央流行疫情指揮中心今(25)日表示，昨(24)日新增833例新型冠狀病毒肺炎相關通報，截至目前累計59,840例(含57,440例排除)，其中429例確診(今日新增案429)，分別為343例境外移入，55例本土病例及31例敦睦艦隊。確診個案中6人死亡，275人解除隔離，其餘持續住院隔離中。4月20日及21日定點返台專案航班共460名湖北返台民眾，截至目前維持4人就醫治療中、2人陪同就醫，其餘持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/CfCXRBmzc9874UvJpJObYw?typeid=9
2020-04-24 ;59026;56308;343;55;30;0;6;264;;中央流行疫情指揮中心今(24)日表示，國內昨(23)日新增1,028例新型冠狀病毒肺炎相關通報，截至目前累計59,026例(含56,308例排除)，其中428例確診(今日新增案428)，分別為343例境外移入，55例本土病例及30例敦睦遠訓支隊。確診個案中6人死亡，264人解除隔離，其餘持續住院隔離中。4月20日及21日定點返台專案航班共460名湖北返台民眾，截至目前有4人後送就醫治療中、2人陪同就醫，其餘持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/MfunOk4MFTvopd2_XPdxtA?typeid=9
2020-04-23 ;58003;55145;343;55;30;0;6;264;;中央流行疫情指揮中心今(23)日表示，國內昨(22)日新增1,164例新型冠狀病毒肺炎相關通報，截至目前累計58,003例(含55,145例排除)，其中427例確診(今日新增案427)，分別為343例境外移入，55例本土病例及29例敦睦遠訓支隊。確診個案中6人死亡，253人解除隔離，其餘持續住院隔離中。4月20日及21日定點返台專案航班共460名湖北返台民眾，新增1人有症狀後送就醫，截至目前共4人後送就醫、1人陪同就醫，其餘持續於集中檢疫所密切健康監測。;https://www.cdc.gov.tw/Bulletin/Detail/BiNWtP4jlBspD4gemWrqCg?typeid=9
2020-04-22 ;56853;53676;343;55;28;0;6;236;;"中央流行疫情指揮中心今(22)日表示，國內昨(21)日新增1,389例新型冠狀病毒肺炎相關通報，截至目前累計56,853例(含53,676例排除)，其中426例確診(今日新增案426)，分別為343例境外移入，55例本土病例及28例敦睦遠訓支隊。確診個案中6人死亡，236人解除隔離，其餘持續住院隔離中。第四班定點返台專案航班共229人於昨日晚間抵台，其中1人有症狀後送就醫，其餘均已安置於國內檢疫所，將陸續安排採檢並完成14天集中檢疫。
指揮中心進一步表示，有關3月30日自美國入境之班機發生12例確診個案，該班機除確診個案外，其他乘客及機組員共328人檢驗結果均為陰性，且個案相關接觸者亦已監測期滿，無發現陽性個案；另國內案379(本土病例)之相關接觸者共123人截至昨日皆已監測期滿，無發現陽性個案；以上2案均予以結案。";https://www.cdc.gov.tw/Bulletin/Detail/gjRjZ8FpAm0kqdQZbPwshQ?typeid=9
2020-04-21 ;55476;52150;343;55;27;0;6;217;;中央流行疫情指揮中心今(21)日表示，國內昨(20)日新增1,853例新型冠狀病毒肺炎相關通報，截至目前累計55,476例(含52,150例排除)，其中425例確診(今日新增案423、424、425)，分別為343例境外移入，55例本土病例及27例敦睦遠訓支隊。確診個案中6人死亡，217人解除隔離，其餘持續住院隔離中。第三班定點返台專案航班共231人於昨日晚間抵台，其中2人有症狀後送就醫，1人陪同就醫，其餘均已安置於國內檢疫所，將陸續安排採檢並完成14天集中檢疫。;https://www.cdc.gov.tw/Bulletin/Detail/viX135bBd8iNeHbokCiFEw?typeid=9
2020-04-20 ;53632;51219;343;55;24;0;6;203;;"中央流行疫情指揮中心今(20)日表示，國內昨(19)日新增628例新型冠狀病毒肺炎相關通報(不含軍艦接觸者採檢)，截至目前累計53,632例(含51,219例排除)，其中422例確診(今日新增案421、422)，分別為343例境外移入，55例本土病例及24例敦睦遠訓支隊。確診個案中6人死亡，203人解除隔離，其餘持續住院隔離中。
指揮中心進一步表示，針對敦睦遠訓支隊24例確診個案，衛生單位目前已掌握接觸者共255人，其中177人為居家隔離對象，78人為自主健康管理對象，將陸續安排採檢。";https://www.cdc.gov.tw/Bulletin/Detail/gegIX3ce3Qieldz3ONjgnA?typeid=9
2020-04-19 ;53005;50619;341;55;24;0;6;189;;中央流行疫情指揮中心今(19)日表示，國內昨(18)日新增562例新型冠狀病毒肺炎相關通報(不含軍艦接觸者採檢)，截至目前累計53,005例(含50,619例排除)，其中420例確診(今日新增案399至420)，分別為341例境外移入、55例本土病例及24例敦睦遠訓支隊。確診個案中6人死亡，189人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/kqRUi55ZvE6x-e5He889dA?typeid=9
2020-04-18 ;52445;49726;343;55;0;0;6;178;;中央流行疫情指揮中心表示，國內昨(17)日新增846例新型冠狀病毒肺炎相關通報，截至目前累計52,445例(含49,726例排除)，其中398例確診(今日新增案396、397、398)，分別為343例境外移入及55例本土病例。確診個案中6人死亡，178人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/VNT5yumlWAFQo1i4digYdg?typeid=9
2020-04-17 ;51603;48680;340;55;0;0;6;166;;中央流行疫情指揮中心表示，國內今(17)日無新增確診病例，昨(16)日新增910例新型冠狀病毒肺炎相關通報，截至目前累計51,603例(含48,680例排除)，其中395例確診，分別為340例境外移入及55例本土病例。確診個案中6人死亡，166人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/nPoLHe5tkWT6nBDhvHKf7A?typeid=9
2020-04-16 ;50703;47407;340;55;0;0;6;155;;中央流行疫情指揮中心表示，國內今(16)日無新增確診病例，昨(15)日新增962例新型冠狀病毒肺炎相關通報，截至目前累計50,703例(含47,407例排除)，其中395例確診，分別為340例境外移入及55例本土病例。確診個案中6人死亡，155人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/gVvIaN60w43fMELpIYaVJA?typeid=9
2020-04-15 ;49748;46329;340;55;0;0;6;137;;中央流行疫情指揮中心今(15)日表示，昨(14)日國內新增1,206例新型冠狀病毒肺炎相關通報，截至目前累計49,748例(含46,329例排除)，其中395例確診(今日新增案394、395)，分別為340例境外移入及55例本土病例。確診個案中6人死亡，137人解除隔離，其餘持續住院隔離中。;https://www.cdc.gov.tw/Bulletin/Detail/-pn6tu_3sqpVMUSPTM5ECA?typeid=9
2020-04-14 ;48549;44890;338;55;0;0;6;124;;中央流行疫情指揮中心表示，國內今(14)日無新增確診病例，昨(13)日新增1,345例新型冠狀病毒肺炎相關通報，截至目前累計48,549例(含44,890例排除)，其中393例確診，分別為338例境外移入及55例本土病例。確診個案中6人死亡，124人解除隔離，其餘持續住院隔離中。有關3月30日返台專案航班共214名湖北返台民眾，已於今日解除隔離，並返家進行14天自主健康管理。;https://www.cdc.gov.tw/Bulletin/Detail/K4cBFzkKOfCToecFA1tbUA?typeid=9
2020-04-13 ;47215;42707;338;55;0;0;6;114;;中央流行疫情指揮中心今(13)日表示，昨(12)日國內新增668例新型冠狀病毒肺炎相關通報，截至目前累計47,215例(含42,707例排除)，其中393例確診(今日新增案389至393)，分別為338例境外移入及55例本土病例。確診個案中6人死亡，114人解除隔離，其餘持續住院隔離中。有關3月29日返台專案航班共153名湖北返台民眾，已於今日解除隔離，並返家進行14天自主健康管理；其餘30日返台之民眾，持續於集中檢疫所進行密切健康監測，預計明日解除隔離。;https://www.cdc.gov.tw/Bulletin/Detail/mYj-QlB3QknBtUuWIJXbRw?typeid=9
